S.N.,Open,High,Low,Close,Change,Per Change (%),Turnover,Date
2010,959.00,959.00,959.00,959.00,-11.54,-1.19,0.00,2015-03-16
2011,971.00,971.00,971.00,971.00,-7.76,-0.79,0.00,2015-03-15
2012,978.00,978.00,978.00,978.00,-5.62,-0.57,0.00,2015-03-12
2013,984.00,984.00,984.00,984.00,-0.37,-0.04,0.00,2015-03-11
2014,984.00,984.00,984.00,984.00,-4.34,-0.44,0.00,2015-03-10
2015,989.00,989.00,989.00,989.00,5.28,0.54,0.00,2015-03-09
2016,983.00,983.00,983.00,983.00,2.07,0.21,0.00,2015-03-04
2017,981.00,981.00,981.00,981.00,-3.43,-0.35,0.00,2015-03-03
2018,985.00,985.00,985.00,985.00,9.18,0.94,0.00,2015-03-02
2019,976.00,976.00,976.00,976.00,-3.60,-0.37,0.00,2015-03-01
2020,979.00,979.00,979.00,979.00,8.65,0.89,0.00,2015-02-26
2021,971.00,971.00,971.00,971.00,-0.15,-0.02,0.00,2015-02-25
2022,971.00,971.00,971.00,971.00,-3.18,-0.33,0.00,2015-02-24
2023,974.00,974.00,974.00,974.00,2.48,0.26,0.00,2015-02-23
2024,971.00,971.00,971.00,971.00,-11.18,-1.14,0.00,2015-02-22
2025,983.00,983.00,983.00,983.00,-4.40,-0.45,0.00,2015-02-18
2026,987.00,987.00,987.00,987.00,-2.82,-0.28,0.00,2015-02-16
2027,990.00,990.00,990.00,990.00,5.36,0.54,0.00,2015-02-15
2028,985.00,985.00,985.00,985.00,3.50,0.36,0.00,2015-02-12
2029,981.00,981.00,981.00,981.00,0.47,0.05,0.00,2015-02-11
2030,981.00,981.00,981.00,981.00,-0.16,-0.02,0.00,2015-02-10
2031,981.00,981.00,981.00,981.00,-5.32,-0.54,0.00,2015-02-09
2032,986.00,986.00,986.00,986.00,1.80,0.18,0.00,2015-02-08
2033,984.00,984.00,984.00,984.00,-2.81,-0.28,0.00,2015-02-05
2034,987.00,987.00,987.00,987.00,-0.52,-0.05,0.00,2015-02-04
2035,988.00,988.00,988.00,988.00,-3.21,-0.32,0.00,2015-02-03
2036,991.00,991.00,991.00,991.00,-0.68,-0.07,0.00,2015-02-02
2037,991.00,991.00,991.00,991.00,4.78,0.48,0.00,2015-02-01
2038,987.00,987.00,987.00,987.00,-1.41,-0.14,0.00,2015-01-29
2039,988.00,988.00,988.00,988.00,12.93,1.33,0.00,2015-01-28
2040,975.00,975.00,975.00,975.00,6.51,0.67,0.00,2015-01-27
2041,969.00,969.00,969.00,969.00,-0.42,-0.04,0.00,2015-01-26
2042,969.00,969.00,969.00,969.00,9.81,1.02,0.00,2015-01-25
2043,959.00,959.00,959.00,959.00,-3.56,-0.37,0.00,2015-01-22
2044,963.00,963.00,963.00,963.00,-12.65,-1.30,0.00,2015-01-20
2045,975.00,975.00,975.00,975.00,30.09,3.18,0.00,2015-01-19
2046,945.00,945.00,945.00,945.00,5.83,0.62,0.00,2015-01-18
2047,940.00,940.00,940.00,940.00,2.05,0.22,0.00,2015-01-14
2048,937.00,937.00,937.00,937.00,9.68,1.04,0.00,2015-01-13
2049,928.00,928.00,928.00,928.00,-0.53,-0.06,0.00,2015-01-12
2050,928.00,928.00,928.00,928.00,-2.64,-0.28,0.00,2015-01-11
2051,931.00,931.00,931.00,931.00,6.43,0.70,0.00,2015-01-08
2052,925.00,925.00,925.00,925.00,7.13,0.78,0.00,2015-01-07
2053,917.00,917.00,917.00,917.00,-2.36,-0.26,0.00,2015-01-06
2054,920.00,920.00,920.00,920.00,2.27,0.25,0.00,2015-01-05
2055,918.00,918.00,918.00,918.00,13.82,1.53,0.00,2015-01-04
2056,904.00,904.00,904.00,904.00,1.35,0.15,0.00,2015-01-01
2057,902.00,902.00,902.00,902.00,-4.90,-0.54,0.00,2014-12-31
2058,907.00,907.00,907.00,907.00,3.51,0.39,0.00,2014-12-29
2059,904.00,904.00,904.00,904.00,15.92,1.79,0.00,2014-12-28
2060,888.00,888.00,888.00,888.00,2.36,0.27,0.00,2014-12-24
2061,877.00,877.00,877.00,877.00,-8.23,-0.93,0.00,2014-12-23
2062,885.00,885.00,885.00,885.00,-11.17,-1.25,0.00,2014-12-22
2063,897.00,897.00,897.00,897.00,-7.28,-0.81,0.00,2014-12-21
2064,904.00,904.00,904.00,904.00,3.49,0.39,0.00,2014-12-18
2065,900.00,900.00,900.00,900.00,-9.80,-1.08,0.00,2014-12-17
2066,910.00,910.00,910.00,910.00,-6.54,-0.71,0.00,2014-12-16
2067,917.00,917.00,917.00,917.00,6.73,0.74,0.00,2014-12-15
2068,910.00,910.00,910.00,910.00,39.38,4.52,0.00,2014-12-14
2069,871.00,871.00,871.00,871.00,15.12,1.77,0.00,2014-12-11
2070,856.00,856.00,856.00,856.00,6.78,0.80,0.00,2014-12-10
2071,849.00,849.00,849.00,849.00,0.32,0.04,0.00,2014-12-09
2072,848.00,848.00,848.00,848.00,-2.49,-0.29,0.00,2014-12-08
2073,851.00,851.00,851.00,851.00,-2.88,-0.34,0.00,2014-12-07
2074,854.00,854.00,854.00,854.00,3.60,0.42,0.00,2014-12-04
2075,850.00,850.00,850.00,850.00,3.75,0.44,0.00,2014-12-03
2076,846.00,846.00,846.00,846.00,-5.02,-0.59,0.00,2014-12-02
2077,851.00,851.00,851.00,851.00,-5.45,-0.64,0.00,2014-12-01
2078,857.00,857.00,857.00,857.00,-6.13,-0.71,0.00,2014-11-30
2079,863.00,863.00,863.00,863.00,-1.30,-0.15,0.00,2014-11-25
2080,864.00,864.00,864.00,864.00,-4.84,-0.56,0.00,2014-11-24
2081,869.00,869.00,869.00,869.00,6.65,0.77,0.00,2014-11-23
2082,863.00,863.00,863.00,863.00,8.55,1.00,0.00,2014-11-20
2083,854.00,854.00,854.00,854.00,9.89,1.17,0.00,2014-11-19
2084,844.00,844.00,844.00,844.00,-4.12,-0.49,0.00,2014-11-18
2085,848.00,848.00,848.00,848.00,-17.98,-2.08,0.00,2014-11-17
2086,866.00,866.00,866.00,866.00,-14.88,-1.69,0.00,2014-11-16
2087,881.00,881.00,881.00,881.00,-3.31,-0.37,0.00,2014-11-13
2088,884.00,884.00,884.00,884.00,-8.17,-0.92,0.00,2014-11-12
2089,893.00,893.00,893.00,893.00,7.78,0.88,0.00,2014-11-11
2090,885.00,885.00,885.00,885.00,-10.67,-1.19,0.00,2014-11-10
2091,895.00,895.00,895.00,895.00,-9.51,-1.05,0.00,2014-11-09
2092,905.00,905.00,905.00,905.00,0.25,0.03,0.00,2014-11-06
2093,905.00,905.00,905.00,905.00,7.21,0.80,0.00,2014-11-05
2094,897.00,897.00,897.00,897.00,-6.57,-0.73,0.00,2014-11-04
2095,904.00,904.00,904.00,904.00,-17.27,-1.87,0.00,2014-11-03
2096,921.00,921.00,921.00,921.00,-8.91,-0.96,0.00,2014-11-02
2097,930.00,930.00,930.00,930.00,-2.87,-0.31,0.00,2014-10-30
2098,933.00,933.00,933.00,933.00,-1.93,-0.21,0.00,2014-10-28
2099,935.00,935.00,935.00,935.00,4.68,0.50,0.00,2014-10-27
2100,930.00,930.00,930.00,930.00,1.34,0.14,0.00,2014-10-26
2101,929.00,929.00,929.00,929.00,4.65,0.50,0.00,2014-10-22
2102,924.00,924.00,924.00,924.00,-1.16,-0.13,0.00,2014-10-21
2103,926.00,926.00,926.00,926.00,-0.35,-0.04,0.00,2014-10-20
2104,926.00,926.00,926.00,926.00,2.26,0.24,0.00,2014-10-19
2105,924.00,924.00,924.00,924.00,0.47,0.05,0.00,2014-10-16
2106,923.00,923.00,923.00,923.00,11.28,1.24,0.00,2014-10-15
2107,912.00,912.00,912.00,912.00,3.01,0.33,0.00,2014-10-14
2108,909.00,909.00,909.00,909.00,-6.21,-0.68,0.00,2014-10-13
2109,915.00,915.00,915.00,915.00,-6.84,-0.74,0.00,2014-10-12
2110,922.00,922.00,922.00,922.00,-3.33,-0.36,0.00,2014-10-09
2111,925.00,925.00,925.00,925.00,-12.78,-1.36,0.00,2014-10-08
2112,938.00,938.00,938.00,938.00,0.68,0.07,0.00,2014-09-30
2113,937.00,937.00,937.00,937.00,20.68,2.26,0.00,2014-09-29
2114,917.00,917.00,917.00,917.00,4.31,0.47,0.00,2014-09-28
2115,912.00,912.00,912.00,912.00,16.31,1.82,0.00,2014-09-24
2116,896.00,896.00,896.00,896.00,14.14,1.60,0.00,2014-09-23
2117,882.00,882.00,882.00,882.00,-1.64,-0.19,0.00,2014-09-22
2118,884.00,884.00,884.00,884.00,-16.38,-1.82,0.00,2014-09-21
2119,900.00,900.00,900.00,900.00,-13.53,-1.48,0.00,2014-09-18
2120,913.00,913.00,913.00,913.00,-6.46,-0.70,0.00,2014-09-17
2121,920.00,920.00,920.00,920.00,10.49,1.15,0.00,2014-09-16
2122,909.00,909.00,909.00,909.00,7.24,0.80,0.00,2014-09-15
2123,902.00,902.00,902.00,902.00,-8.50,-0.93,0.00,2014-09-14
2124,911.00,911.00,911.00,911.00,0.03,0.00,0.00,2014-09-11
2125,911.00,911.00,911.00,911.00,-9.44,-1.03,0.00,2014-09-10
2126,920.00,920.00,920.00,920.00,44.50,5.08,0.00,2014-09-09
2127,876.00,876.00,876.00,876.00,-46.13,-5.00,0.00,2014-09-07
2128,922.00,922.00,922.00,922.00,-12.27,-1.31,0.00,2014-09-04
2129,934.00,934.00,934.00,934.00,-12.64,-1.34,0.00,2014-09-03
2130,947.00,947.00,947.00,947.00,-6.00,-0.63,0.00,2014-09-01
2131,953.00,953.00,953.00,953.00,-19.57,-2.01,0.00,2014-08-31
2132,972.00,972.00,972.00,972.00,11.74,1.22,0.00,2014-08-28
2133,960.00,960.00,960.00,960.00,38.57,4.18,0.00,2014-08-27
2134,922.00,922.00,922.00,922.00,-25.98,-2.74,0.00,2014-08-26
2135,948.00,948.00,948.00,948.00,-37.61,-3.82,0.00,2014-08-25
2136,985.00,985.00,985.00,985.00,-12.68,-1.27,0.00,2014-08-24
2137,998.00,998.00,998.00,998.00,2.42,0.24,0.00,2014-08-21
2138,996.00,996.00,996.00,996.00,-17.91,-1.77,0.00,2014-08-20
2139,"1,014.00","1,014.00","1,014.00","1,014.00",0.37,0.04,0.00,2014-08-19
2140,"1,013.00","1,013.00","1,013.00","1,013.00",-21.14,-2.04,0.00,2014-08-18
2141,"1,034.00","1,034.00","1,034.00","1,034.00",8.18,0.80,0.00,2014-08-14
2142,"1,026.00","1,026.00","1,026.00","1,026.00",4.35,0.43,0.00,2014-08-13
2143,"1,022.00","1,022.00","1,022.00","1,022.00",-18.73,-1.80,0.00,2014-08-12
2144,"1,041.00","1,041.00","1,041.00","1,041.00",-0.63,-0.06,0.00,2014-08-07
2145,"1,041.00","1,041.00","1,041.00","1,041.00",-3.52,-0.34,0.00,2014-08-06
2146,"1,045.00","1,045.00","1,045.00","1,045.00",5.71,0.55,0.00,2014-08-05
2147,"1,039.00","1,039.00","1,039.00","1,039.00",-17.40,-1.65,0.00,2014-08-04
2148,"1,056.00","1,056.00","1,056.00","1,056.00",-9.66,-0.91,0.00,2014-08-03
2149,"1,066.00","1,066.00","1,066.00","1,066.00",3.65,0.34,0.00,2014-07-31
2150,"1,062.00","1,062.00","1,062.00","1,062.00",-10.38,-0.97,0.00,2014-07-30
2151,"1,073.00","1,073.00","1,073.00","1,073.00",-1.11,-0.10,0.00,2014-07-28
2152,"1,074.00","1,074.00","1,074.00","1,074.00",-5.16,-0.48,0.00,2014-07-27
2153,"1,079.00","1,079.00","1,079.00","1,079.00",-2.42,-0.22,0.00,2014-07-24
2154,"1,082.00","1,082.00","1,082.00","1,082.00",3.86,0.36,0.00,2014-07-23
2155,"1,078.00","1,078.00","1,078.00","1,078.00",-5.90,-0.54,0.00,2014-07-22
2156,"1,084.00","1,084.00","1,084.00","1,084.00",8.58,0.80,0.00,2014-07-21
2157,"1,075.00","1,075.00","1,075.00","1,075.00",29.08,2.78,0.00,2014-07-20
2158,"1,046.00","1,046.00","1,046.00","1,046.00",9.78,0.94,0.00,2014-07-17
2159,"1,036.00","1,036.00","1,036.00","1,036.00",10.42,1.02,0.00,2014-07-16
2160,"1,026.00","1,026.00","1,026.00","1,026.00",-3.25,-0.32,0.00,2014-07-15
2161,"1,029.00","1,029.00","1,029.00","1,029.00",-8.04,-0.78,0.00,2014-07-14
2162,"1,037.00","1,037.00","1,037.00","1,037.00",13.51,1.32,0.00,2014-07-13
2163,"1,023.00","1,023.00","1,023.00","1,023.00",6.97,0.69,0.00,2014-07-10
2164,"1,017.00","1,017.00","1,017.00","1,017.00",1.83,0.18,0.00,2014-07-09
2165,"1,015.00","1,015.00","1,015.00","1,015.00",19.48,1.96,0.00,2014-07-08
2166,995.00,995.00,995.00,995.00,8.85,0.89,0.00,2014-07-07
2167,986.00,986.00,986.00,986.00,13.49,1.39,0.00,2014-07-06
2168,973.00,973.00,973.00,973.00,0.37,0.04,0.00,2014-07-03
2169,972.00,972.00,972.00,972.00,15.88,1.66,0.00,2014-07-02
2170,957.00,957.00,957.00,957.00,13.12,1.39,0.00,2014-07-01
2171,946.00,946.00,946.00,946.00,2.34,0.25,0.00,2014-06-30
2172,943.00,943.00,943.00,943.00,7.17,0.77,0.00,2014-06-29
2173,936.00,936.00,936.00,936.00,4.12,0.44,0.00,2014-06-26
2174,932.00,932.00,932.00,932.00,8.62,0.93,0.00,2014-06-25
2175,924.00,924.00,924.00,924.00,5.97,0.65,0.00,2014-06-24
2176,918.00,918.00,918.00,918.00,-8.92,-0.96,0.00,2014-06-23
2177,927.00,927.00,927.00,927.00,-5.75,-0.61,0.00,2014-06-19
2178,932.00,932.00,932.00,932.00,-3.27,-0.35,0.00,2014-06-18
2179,935.00,935.00,935.00,935.00,-3.36,-0.36,0.00,2014-06-17
2180,939.00,939.00,939.00,939.00,11.29,1.22,0.00,2014-06-16
2181,928.00,928.00,928.00,928.00,22.95,2.53,0.00,2014-06-15
2182,905.00,905.00,905.00,905.00,5.08,0.56,0.00,2014-06-12
2183,900.00,900.00,900.00,900.00,4.51,0.50,0.00,2014-06-11
2184,895.00,895.00,895.00,895.00,9.81,1.11,0.00,2014-06-10
2185,885.00,885.00,885.00,885.00,2.05,0.23,0.00,2014-06-09
2186,883.00,883.00,883.00,883.00,3.88,0.44,0.00,2014-06-08
2187,879.00,879.00,879.00,879.00,-3.61,-0.41,0.00,2014-06-05
2188,883.00,883.00,883.00,883.00,-1.76,-0.20,0.00,2014-06-04
2189,885.00,885.00,885.00,885.00,4.53,0.51,0.00,2014-06-03
2190,880.00,880.00,880.00,880.00,10.99,1.26,0.00,2014-06-02
2191,869.00,869.00,869.00,869.00,2.61,0.30,0.00,2014-06-01
2192,867.00,867.00,867.00,867.00,10.05,1.17,0.00,2014-05-28
2193,857.00,857.00,857.00,857.00,-4.08,-0.47,0.00,2014-05-27
2194,861.00,861.00,861.00,861.00,-0.87,-0.10,0.00,2014-05-26
2195,861.00,861.00,861.00,861.00,9.41,1.10,0.00,2014-05-25
2196,852.00,852.00,852.00,852.00,3.59,0.42,0.00,2014-05-22
2197,848.00,848.00,848.00,848.00,4.05,0.48,0.00,2014-05-21
2198,844.00,844.00,844.00,844.00,-0.07,0.00,0.00,2014-05-20
2199,844.00,844.00,844.00,844.00,-5.18,-0.60,0.00,2014-05-19
2200,850.00,850.00,850.00,850.00,-3.53,-0.41,0.00,2014-05-18
2201,853.00,853.00,853.00,853.00,1.14,0.13,0.00,2014-05-15
2202,852.00,852.00,852.00,852.00,-0.62,-0.07,0.00,2014-05-13
2203,853.00,853.00,853.00,853.00,3.05,0.36,0.00,2014-05-12
2204,850.00,850.00,850.00,850.00,-7.13,-0.83,0.00,2014-05-11
2205,857.00,857.00,857.00,857.00,-9.49,-1.09,0.00,2014-05-08
2206,866.00,866.00,866.00,866.00,4.75,0.55,0.00,2014-05-07
2207,862.00,862.00,862.00,862.00,14.72,1.73,0.00,2014-05-06
2208,847.00,847.00,847.00,847.00,16.07,1.93,0.00,2014-05-05
2209,831.00,831.00,831.00,831.00,7.47,0.90,0.00,2014-05-04
2210,823.00,823.00,823.00,823.00,6.99,0.86,0.00,2014-04-30
2211,816.00,816.00,816.00,816.00,2.09,0.26,0.00,2014-04-29
2212,814.00,814.00,814.00,814.00,-4.46,-0.54,0.00,2014-04-28
2213,818.00,818.00,818.00,818.00,-2.73,-0.33,0.00,2014-04-27
2214,820.00,820.00,820.00,820.00,4.91,0.60,0.00,2014-04-23
2215,815.00,815.00,815.00,815.00,7.38,0.91,0.00,2014-04-22
2216,808.00,808.00,808.00,808.00,-0.36,-0.04,0.00,2014-04-21
2217,808.00,808.00,808.00,808.00,-2.67,-0.33,0.00,2014-04-20
2218,811.00,811.00,811.00,811.00,-0.34,-0.04,0.00,2014-04-17
2219,811.00,811.00,811.00,811.00,-7.12,-0.87,0.00,2014-04-16
2220,819.00,819.00,819.00,819.00,0.93,0.11,0.00,2014-04-15
2221,818.00,818.00,818.00,818.00,6.29,0.77,0.00,2014-04-13
2222,811.00,811.00,811.00,811.00,9.62,1.20,0.00,2014-04-10
2223,802.00,802.00,802.00,802.00,5.79,0.73,0.00,2014-04-09
2224,796.00,796.00,796.00,796.00,-1.42,-0.18,0.00,2014-04-07
2225,797.00,797.00,797.00,797.00,-3.23,-0.40,0.00,2014-04-06
2226,801.00,801.00,801.00,801.00,-2.38,-0.30,0.00,2014-04-03
2227,803.00,803.00,803.00,803.00,1.97,0.25,0.00,2014-04-02
2228,801.00,801.00,801.00,801.00,8.80,1.11,0.00,2014-04-01
2229,792.00,792.00,792.00,792.00,9.04,1.15,0.00,2014-03-31
2230,783.00,783.00,783.00,783.00,2.13,0.27,0.00,2014-03-27
2231,781.00,781.00,781.00,781.00,0.53,0.07,0.00,2014-03-26
2232,780.00,780.00,780.00,780.00,-2.27,-0.29,0.00,2014-03-25
2233,783.00,783.00,783.00,783.00,8.00,1.03,0.00,2014-03-24
2234,775.00,775.00,775.00,775.00,-0.52,-0.07,0.00,2014-03-23
2235,775.00,775.00,775.00,775.00,10.37,1.36,0.00,2014-03-20
2236,765.00,765.00,765.00,765.00,9.92,1.31,0.00,2014-03-19
2237,755.00,755.00,755.00,755.00,-13.55,-1.76,0.00,2014-03-18
2238,769.00,769.00,769.00,769.00,-14.54,-1.86,0.00,2014-03-17
2239,783.00,783.00,783.00,783.00,2.57,0.32,0.00,2014-03-13
2240,781.00,781.00,781.00,781.00,-7.48,-0.94,0.00,2014-03-12
2241,788.00,788.00,788.00,788.00,-5.58,-0.70,0.00,2014-03-11
2242,794.00,794.00,794.00,794.00,-2.93,-0.37,0.00,2014-03-10
2243,797.00,797.00,797.00,797.00,-9.15,-1.13,0.00,2014-03-09
2244,806.00,806.00,806.00,806.00,-4.82,-0.60,0.00,2014-03-06
2245,810.00,810.00,810.00,810.00,10.42,1.30,0.00,2014-03-05
2246,800.00,800.00,800.00,800.00,-10.99,-1.36,0.00,2014-03-04
2247,811.00,811.00,811.00,811.00,-14.66,-1.78,0.00,2014-03-03
2248,826.00,826.00,826.00,826.00,-3.74,-0.45,0.00,2014-02-26
2249,829.00,829.00,829.00,829.00,-0.45,-0.05,0.00,2014-02-25
2250,830.00,830.00,830.00,830.00,-1.97,-0.24,0.00,2014-02-24
2251,832.00,832.00,832.00,832.00,9.19,1.12,0.00,2014-02-23
2252,823.00,823.00,823.00,823.00,8.11,1.00,0.00,2014-02-20
2253,815.00,815.00,815.00,815.00,10.83,1.34,0.00,2014-02-18
2254,804.00,804.00,804.00,804.00,2.41,0.30,0.00,2014-02-17
2255,801.00,801.00,801.00,801.00,-1.78,-0.22,0.00,2014-02-16
2256,803.00,803.00,803.00,803.00,4.77,0.60,0.00,2014-02-13
2257,798.00,798.00,798.00,798.00,1.78,0.22,0.00,2014-02-12
2258,797.00,797.00,797.00,797.00,-6.58,-0.82,0.00,2014-02-11
2259,803.00,803.00,803.00,803.00,19.13,2.44,0.00,2014-02-10
2260,784.00,784.00,784.00,784.00,-1.78,-0.23,0.00,2014-02-09
2261,786.00,786.00,786.00,786.00,4.40,0.56,0.00,2014-02-06
2262,781.00,781.00,781.00,781.00,6.47,0.83,0.00,2014-02-05
2263,775.00,775.00,775.00,775.00,5.40,0.70,0.00,2014-02-04
2264,770.00,770.00,770.00,770.00,-6.41,-0.83,0.00,2014-02-03
2265,776.00,776.00,776.00,776.00,-5.54,-0.71,0.00,2014-02-02
2266,781.00,781.00,781.00,781.00,-0.94,-0.12,0.00,2014-01-29
2267,782.00,782.00,782.00,782.00,1.90,0.24,0.00,2014-01-28
2268,780.00,780.00,780.00,780.00,-3.21,-0.41,0.00,2014-01-27
2269,784.00,784.00,784.00,784.00,-2.02,-0.26,0.00,2014-01-26
2270,786.00,786.00,786.00,786.00,1.79,0.23,0.00,2014-01-23
2271,784.00,784.00,784.00,784.00,-1.56,-0.19,0.00,2014-01-22
2272,785.00,785.00,785.00,785.00,-4.85,-0.61,0.00,2014-01-21
2273,790.00,790.00,790.00,790.00,-4.94,-0.62,0.00,2014-01-20
2274,795.00,795.00,795.00,795.00,0.62,0.07,0.00,2014-01-19
2275,795.00,795.00,795.00,795.00,7.30,0.93,0.00,2014-01-16
2276,787.00,787.00,787.00,787.00,4.97,0.63,0.00,2014-01-14
2277,782.00,782.00,782.00,782.00,0.17,0.02,0.00,2014-01-13
2278,782.00,782.00,782.00,782.00,9.44,1.22,0.00,2014-01-12
2279,773.00,773.00,773.00,773.00,1.06,0.14,0.00,2014-01-09
2280,772.00,772.00,772.00,772.00,10.18,1.34,0.00,2014-01-08
2281,762.00,762.00,762.00,762.00,4.27,0.56,0.00,2014-01-07
2282,757.00,757.00,757.00,757.00,-1.23,-0.16,0.00,2014-01-06
2283,758.00,758.00,758.00,758.00,-5.28,-0.69,0.00,2014-01-05
2284,764.00,764.00,764.00,764.00,9.39,1.24,0.00,2014-01-02
2285,754.00,754.00,754.00,754.00,-16.48,-2.13,0.00,2014-01-01
2286,771.00,771.00,771.00,771.00,-8.94,-1.14,0.00,2013-12-31
2287,780.00,780.00,780.00,780.00,-7.57,-0.96,0.00,2013-12-29
2288,787.00,787.00,787.00,787.00,10.16,1.30,0.00,2013-12-26
2289,777.00,777.00,777.00,777.00,8.48,1.10,0.00,2013-12-24
2290,769.00,769.00,769.00,769.00,-26.47,-3.33,0.00,2013-12-23
2291,795.00,795.00,795.00,795.00,-10.46,-1.30,0.00,2013-12-22
2292,806.00,806.00,806.00,806.00,-1.17,-0.14,0.00,2013-12-19
2293,807.00,807.00,807.00,807.00,35.62,4.62,0.00,2013-12-18
2294,771.00,771.00,771.00,771.00,37.95,5.18,0.00,2013-12-16
2295,733.00,733.00,733.00,733.00,19.33,2.71,0.00,2013-12-15
2296,714.00,714.00,714.00,714.00,3.17,0.44,0.00,2013-12-12
2297,711.00,711.00,711.00,711.00,10.91,1.56,0.00,2013-12-11
2298,700.00,700.00,700.00,700.00,-4.32,-0.61,0.00,2013-12-10
2299,704.00,704.00,704.00,704.00,1.67,0.23,0.00,2013-12-09
2300,702.00,702.00,702.00,702.00,-4.92,-0.69,0.00,2013-12-08
2301,707.00,707.00,707.00,707.00,6.61,0.94,0.00,2013-12-05
2302,701.00,701.00,701.00,701.00,23.00,3.39,0.00,2013-12-04
2303,678.00,678.00,678.00,678.00,16.00,2.42,0.00,2013-12-03
2304,662.00,662.00,662.00,662.00,9.82,1.51,0.00,2013-12-02
2305,652.00,652.00,652.00,652.00,8.03,1.24,0.00,2013-12-01
2306,644.00,644.00,644.00,644.00,-3.23,-0.50,0.00,2013-11-28
2307,647.00,647.00,647.00,647.00,-1.94,-0.30,0.00,2013-11-27
2308,649.00,649.00,649.00,649.00,1.13,0.17,0.00,2013-11-26
2309,648.00,648.00,648.00,648.00,-8.76,-1.33,0.00,2013-11-25
2310,657.00,657.00,657.00,657.00,22.45,3.53,0.00,2013-11-24
2311,634.00,634.00,634.00,634.00,33.88,5.64,0.00,2013-11-21
2312,600.00,600.00,600.00,600.00,0.35,0.05,0.00,2013-11-14
2313,600.00,600.00,600.00,600.00,2.03,0.34,0.00,2013-11-13
2314,598.00,598.00,598.00,598.00,6.82,1.15,0.00,2013-11-12
2315,591.00,591.00,591.00,591.00,10.77,1.86,0.00,2013-11-11
2316,580.00,580.00,580.00,580.00,1.00,0.17,0.00,2013-11-10
2317,579.00,579.00,579.00,579.00,0.21,0.04,0.00,2013-11-07
2318,579.00,579.00,579.00,579.00,-0.17,-0.03,0.00,2013-11-06
2319,579.00,579.00,579.00,579.00,0.73,0.13,0.00,2013-10-31
2320,579.00,579.00,579.00,579.00,3.06,0.53,0.00,2013-10-30
2321,576.00,576.00,576.00,576.00,0.21,0.04,0.00,2013-10-29
2322,575.00,575.00,575.00,575.00,-2.36,-0.41,0.00,2013-10-28
2323,578.00,578.00,578.00,578.00,-1.83,-0.31,0.00,2013-10-27
2324,580.00,580.00,580.00,580.00,-0.94,-0.16,0.00,2013-10-24
2325,581.00,581.00,581.00,581.00,-1.24,-0.21,0.00,2013-10-23
2326,582.00,582.00,582.00,582.00,-6.13,-1.04,0.00,2013-10-22
2327,588.00,588.00,588.00,588.00,3.85,0.66,0.00,2013-10-21
2328,584.00,584.00,584.00,584.00,12.27,2.15,0.00,2013-10-20
2329,572.00,572.00,572.00,572.00,4.81,0.85,0.00,2013-10-17
2330,567.00,567.00,567.00,567.00,6.52,1.16,0.00,2013-10-10
2331,560.00,560.00,560.00,560.00,3.69,0.66,0.00,2013-10-09
2332,557.00,557.00,557.00,557.00,1.12,0.20,0.00,2013-10-08
2333,556.00,556.00,556.00,556.00,4.00,0.73,0.00,2013-10-07
2334,552.00,552.00,552.00,552.00,6.19,1.13,0.00,2013-10-06
2335,545.00,545.00,545.00,545.00,2.29,0.42,0.00,2013-10-03
2336,543.00,543.00,543.00,543.00,1.53,0.28,0.00,2013-10-02
2337,542.00,542.00,542.00,542.00,-0.12,-0.02,0.00,2013-10-01
2338,542.00,542.00,542.00,542.00,0.14,0.02,0.00,2013-09-30
2339,542.00,542.00,542.00,542.00,0.16,0.03,0.00,2013-09-29
2340,542.00,542.00,542.00,542.00,-1.65,-0.30,0.00,2013-09-26
2341,543.00,543.00,543.00,543.00,1.40,0.25,0.00,2013-09-25
2342,542.00,542.00,542.00,542.00,3.64,0.68,0.00,2013-09-24
2343,538.00,538.00,538.00,538.00,-3.20,-0.59,0.00,2013-09-23
2344,542.00,542.00,542.00,542.00,-7.47,-1.36,0.00,2013-09-22
2345,549.00,549.00,549.00,549.00,-2.97,-0.54,0.00,2013-09-19
2346,552.00,552.00,552.00,552.00,-0.05,-0.01,0.00,2013-09-17
2347,552.00,552.00,552.00,552.00,2.00,0.36,0.00,2013-09-16
2348,550.00,550.00,550.00,550.00,0.18,0.03,0.00,2013-09-15
2349,550.00,550.00,550.00,550.00,1.36,0.25,0.00,2013-09-12
2350,548.00,548.00,548.00,548.00,0.86,0.16,0.00,2013-09-11
2351,548.00,548.00,548.00,548.00,-4.74,-0.85,0.00,2013-09-10
2352,552.00,552.00,552.00,552.00,0.33,0.05,0.00,2013-09-09
2353,552.00,552.00,552.00,552.00,5.52,1.01,0.00,2013-09-08
2354,546.00,546.00,546.00,546.00,0.99,0.18,0.00,2013-09-05
2355,546.00,546.00,546.00,546.00,-2.67,-0.48,0.00,2013-09-04
2356,548.00,548.00,548.00,548.00,-2.12,-0.39,0.00,2013-09-03
2357,550.00,550.00,550.00,550.00,-1.26,-0.23,0.00,2013-09-02
2358,552.00,552.00,552.00,552.00,0.18,0.03,0.00,2013-09-01
2359,551.00,551.00,551.00,551.00,-0.80,-0.14,0.00,2013-08-29
2360,552.00,552.00,552.00,552.00,5.50,1.01,0.00,2013-08-27
2361,547.00,547.00,547.00,547.00,-1.36,-0.25,0.00,2013-08-26
